date,ticker,open,high,low,close,volume
2020-01-02,HPG,7.23,7.38,7.18,7.38,4232230
2020-01-03,HPG,7.44,7.49,7.4,7.43,7832210
2020-01-06,HPG,7.38,7.46,7.34,7.38,5371060
2020-01-07,HPG,7.41,7.44,7.26,7.29,4871220
2020-01-08,HPG,7.23,7.27,7.12,7.21,6421130
2020-01-09,HPG,7.26,7.43,7.26,7.38,4613440
2020-01-10,HPG,7.41,7.55,7.4,7.44,10006180
2020-01-13,HPG,7.44,7.5,7.41,7.46,4456520
2020-01-14,HPG,7.46,7.7,7.44,7.69,9565300
2020-01-15,HPG,7.7,7.8,7.66,7.73,5881520
