date,ticker,open,high,low,close,volume
2020-01-02,FPT,20.79,21.04,20.68,20.9,896720
2020-01-03,FPT,21.0,21.08,20.47,20.54,2047880
2020-01-06,FPT,20.36,20.54,20.26,20.33,1091660
2020-01-07,FPT,20.43,20.72,20.33,20.72,837240
2020-01-08,FPT,20.5,20.58,20.26,20.26,1814290
2020-01-09,FPT,20.43,20.58,20.36,20.54,967050
2020-01-10,FPT,20.5,20.61,20.36,20.5,1018650
2020-01-13,FPT,20.47,20.54,20.33,20.36,786760
2020-01-14,FPT,20.36,20.47,20.33,20.33,721680
2020-01-15,FPT,20.33,20.36,20.26,20.33,940870
