target_date,ewma_violation,gb_violation,historical_violation,actual_return,violation_method_count,exception_category,calendar_month,target_position,cluster_id
2026-06-10,False,False,False,0.006424498818209,0,no_violation,2026-06,363,
2026-06-11,False,False,False,-0.0147200129579407,0,no_violation,2026-06,364,
2026-06-12,False,False,False,-0.0017636996630776,0,no_violation,2026-06,365,
2026-06-15,False,False,False,0.0300475298744235,0,no_violation,2026-06,366,
2026-06-16,False,False,False,-0.0038649822932476,0,no_violation,2026-06,367,
2026-06-17,False,False,False,-0.0080896444558543,0,no_violation,2026-06,368,
2026-06-18,False,False,False,-0.0098002206034552,0,no_violation,2026-06,369,
2026-06-19,False,False,False,-0.0041383959025293,0,no_violation,2026-06,370,
2026-06-22,False,False,False,-0.0075812208624708,0,no_violation,2026-06,371,
2026-06-23,False,False,False,-0.0085109261797538,0,no_violation,2026-06,372,
2026-06-24,False,False,False,0.0107903140298744,0,no_violation,2026-06,373,
2026-06-25,False,False,False,-0.0030439349546248,0,no_violation,2026-06,374,
2026-06-26,False,False,False,0.0060980923870971,0,no_violation,2026-06,375,
2026-06-29,False,False,False,0.0023574001357367,0,no_violation,2026-06,376,
2026-06-30,False,False,False,-0.0096937075623542,0,no_violation,2026-06,377,
2026-07-01,False,False,False,0.0230722006301461,0,no_violation,2026-07,378,
2026-07-02,False,False,False,-0.0037669230946025,0,no_violation,2026-07,379,
2026-07-03,False,False,False,-0.0064117120064604,0,no_violation,2026-07,380,
2026-07-06,False,False,False,-0.00274183922249,0,no_violation,2026-07,381,
2026-07-07,False,False,False,-0.0012134941019785,0,no_violation,2026-07,382,
2026-07-08,False,False,False,0.0020251227347604,0,no_violation,2026-07,383,
2026-07-09,False,False,False,-0.0012458650169695,0,no_violation,2026-07,384,
2026-07-10,True,False,False,-0.0186337094307368,1,ewma_only,2026-07,385,19
2026-07-13,False,False,False,-0.0110681436217606,0,no_violation,2026-07,386,
2026-07-14,False,False,False,0.004061556470474,0,no_violation,2026-07,387,
2026-07-15,True,True,False,-0.0206777473056234,2,shared_exactly_2,2026-07,388,20
2026-07-16,False,False,False,0.0051887404908771,0,no_violation,2026-07,389,
2026-07-17,False,False,False,-0.0101572160395689,0,no_violation,2026-07,390,
2026-07-20,True,False,True,-0.0250602476819061,2,shared_exactly_2,2026-07,391,21
2026-07-21,False,False,False,-0.0050834773294433,0,no_violation,2026-07,392,
2026-07-22,True,True,True,-0.0259120771359495,3,shared_all_3,2026-07,393,21
2026-07-23,False,False,False,0.0063457111128656,0,no_violation,2026-07,394,
2026-07-24,True,True,True,-0.0255614491124538,3,shared_all_3,2026-07,395,21
2026-07-27,True,False,True,-0.0339697166270536,2,shared_exactly_2,2026-07,396,21
2026-07-28,False,False,False,0.0249347908797688,0,no_violation,2026-07,397,
