forecast_date,target_date,target_return,historical_quantile,historical_var,historical_violation,historical_exceedance,ewma_quantile,ewma_var,ewma_violation,ewma_exceedance,both_violation,historical_only,ewma_only,exception_type
2021-03-02,2021-03-03,0.0006021246016637,-0.0361943722215342,0.0361943722215342,False,0.0,-0.03850520965036857,0.03850520965036857,False,0.0,False,False,False,none
2021-03-03,2021-03-04,-0.0222169795463981,-0.0361943722215342,0.0361943722215342,False,0.0,-0.0373329740892368,0.0373329740892368,False,0.0,False,False,False,none
2021-03-04,2021-03-05,-0.0009336565918262,-0.0361943722215342,0.0361943722215342,False,0.0,-0.03728608758336387,0.03728608758336387,False,0.0,False,False,False,none
2021-03-05,2021-03-08,-0.0017199744022346,-0.0361943722215342,0.0361943722215342,False,0.0,-0.03615216031368974,0.03615216031368974,False,0.0,False,False,False,none
2021-03-08,2021-03-09,-0.013639447637752,-0.0345777525306288,0.0345777525306288,False,0.0,-0.035057669690338675,0.035057669690338675,False,0.0,False,False,False,none
2021-03-09,2021-03-10,0.0101762649343044,-0.0345777525306288,0.0345777525306288,False,0.0,-0.03443105084752618,0.03443105084752618,False,0.0,False,False,False,none
2021-03-10,2021-03-11,0.0126890368047085,-0.0329395664294288,0.0329395664294288,False,0.0,-0.0336329897858265,0.0336329897858265,False,0.0,False,False,False,none
2021-03-11,2021-03-12,-0.0041269829116662,-0.0303386327018045,0.0303386327018045,False,0.0,-0.0330067381541356,0.0330067381541356,False,0.0,False,False,False,none
2021-03-12,2021-03-15,0.0044984857572324,-0.0303386327018045,0.0303386327018045,False,0.0,-0.032044389911061635,0.032044389911061635,False,0.0,False,False,False,none
2021-03-15,2021-03-16,0.018025775747557,-0.0303386327018045,0.0303386327018045,False,0.0,-0.031121011755018097,0.031121011755018097,False,0.0,False,False,False,none
2021-03-16,2021-03-17,-0.0002637764521555,-0.0303386327018045,0.0303386327018045,False,0.0,-0.031034703731326694,0.031034703731326694,False,0.0,False,False,False,none
2021-03-17,2021-03-18,0.0048738255105826,-0.0303386327018045,0.0303386327018045,False,0.0,-0.03008944931916517,0.03008944931916517,False,0.0,False,False,False,none
2021-03-18,2021-03-19,-0.0026155935251289,-0.0303386327018045,0.0303386327018045,False,0.0,-0.029238819057700705,0.029238819057700705,False,0.0,False,False,False,none
2021-03-19,2021-03-22,-0.0101321400967186,-0.0303386327018045,0.0303386327018045,False,0.0,-0.028367668186661928,0.028367668186661928,False,0.0,False,False,False,none
2021-03-22,2021-03-23,-0.0028784420378644,-0.0284354865087567,0.0284354865087567,False,0.0,-0.027804787907681372,0.027804787907681372,False,0.0,False,False,False,none
2021-03-23,2021-03-24,-0.0184740587287306,-0.0284354865087567,0.0284354865087567,False,0.0,-0.026982676886788605,0.026982676886788605,False,0.0,False,False,False,none
2021-03-24,2021-03-25,-0.0079965431296696,-0.0284354865087567,0.0284354865087567,False,0.0,-0.02719896309980061,0.02719896309980061,False,0.0,False,False,False,none
2021-03-25,2021-03-26,0.0098545074143651,-0.0266670011242565,0.0266670011242565,False,0.0,-0.02656646171926686,0.02656646171926686,False,0.0,False,False,False,none
2021-03-26,2021-03-29,0.0075848238748492,-0.0256972017335777,0.0256972017335777,False,0.0,-0.026061362362036808,0.026061362362036808,False,0.0,False,False,False,none
2021-03-29,2021-03-30,-0.002945452652525,-0.025129663427692,0.025129663427692,False,0.0,-0.02545155897076109,0.02545155897076109,False,0.0,False,False,False,none
2021-03-30,2021-03-31,0.0057542428389156,-0.025129663427692,0.025129663427692,False,0.0,-0.024704722026215518,0.024704722026215518,False,0.0,False,False,False,none
2021-03-31,2021-04-01,0.0326210891743698,-0.025129663427692,0.025129663427692,False,0.0,-0.024064059058189518,0.024064059058189518,False,0.0,False,False,False,none
2021-04-01,2021-04-02,0.0054967359020812,-0.025129663427692,0.025129663427692,False,0.0,-0.026778313717710753,0.026778313717710753,False,0.0,False,False,False,none
2021-04-02,2021-04-05,-0.000881436642151,-0.025129663427692,0.025129663427692,False,0.0,-0.026056825112899622,0.026056825112899622,False,0.0,False,False,False,none
2021-04-05,2021-04-06,-0.0021354474614975,-0.025129663427692,0.025129663427692,False,0.0,-0.025265525287016744,0.025265525287016744,False,0.0,False,False,False,none
2021-04-06,2021-04-07,0.0042610016470672,-0.025129663427692,0.025129663427692,False,0.0,-0.02451094083650871,0.02451094083650871,False,0.0,False,False,False,none
2021-04-07,2021-04-08,-0.001976459195207,-0.025129663427692,0.025129663427692,False,0.0,-0.023826170069638344,0.023826170069638344,False,0.0,False,False,False,none
2021-04-08,2021-04-09,0.0101065715605684,-0.025129663427692,0.025129663427692,False,0.0,-0.023114050532175804,0.023114050532175804,False,0.0,False,False,False,none
2021-04-09,2021-04-12,0.0150733945736632,-0.025129663427692,0.025129663427692,False,0.0,-0.022776849590893846,0.022776849590893846,False,0.0,False,False,False,none
2021-04-12,2021-04-13,-0.0129913134846353,-0.025129663427692,0.025129663427692,False,0.0,-0.022902858461372997,0.022902858461372997,False,0.0,False,False,False,none
2021-04-13,2021-04-14,0.0218298266153444,-0.025129663427692,0.025129663427692,False,0.0,-0.022813724604087433,0.022813724604087433,False,0.0,False,False,False,none
2021-04-14,2021-04-15,0.0011087268150581,-0.025129663427692,0.025129663427692,False,0.0,-0.02380328265304623,0.02380328265304623,False,0.0,False,False,False,none
2021-04-15,2021-04-16,0.0001734125115419,-0.025129663427692,0.025129663427692,False,0.0,-0.02308246175340391,0.02308246175340391,False,0.0,False,False,False,none
2021-04-16,2021-04-19,0.0354109885568997,-0.025129663427692,0.025129663427692,False,0.0,-0.022379386046344266,0.022379386046344266,False,0.0,False,False,False,none
2021-04-19,2021-04-20,0.0147713360453254,-0.0240619636280713,0.0240619636280713,False,0.0,-0.025968090947109553,0.025968090947109553,False,0.0,False,False,False,none
2021-04-20,2021-04-22,-0.0244752212588229,-0.0240619636280713,0.0240619636280713,True,0.00041325763075160046,-0.02587085191216584,0.02587085191216584,False,0.0,False,True,False,historical_only
2021-04-22,2021-04-23,0.0326143723652652,-0.0247824563987448,0.0247824563987448,False,0.0,-0.026951550412275378,0.026951550412275378,False,0.0,False,False,False,none
2021-04-23,2021-04-26,-0.0269771900909651,-0.0247824563987448,0.0247824563987448,True,0.0021947336922203027,-0.02924851550090124,0.02924851550090124,False,0.0,False,True,False,historical_only
2021-04-26,2021-04-27,0.0045851162877756,-0.025129663427692,0.025129663427692,False,0.0,-0.03036919037182754,0.03036919037182754,False,0.0,False,False,False,none
2021-04-27,2021-04-28,-0.0057235262165867,-0.025129663427692,0.025129663427692,False,0.0,-0.029501919024213605,0.029501919024213605,False,0.0,False,False,False,none
2021-04-28,2021-04-29,0.0150245263638763,-0.025129663427692,0.025129663427692,False,0.0,-0.028695979617779057,0.028695979617779057,False,0.0,False,False,False,none
2021-04-29,2021-05-04,0.0143050551862841,-0.025129663427692,0.025129663427692,False,0.0,-0.02847272499408223,0.02847272499408223,False,0.0,False,False,False,none
2021-05-04,2021-05-05,0.0008944858911998,-0.025129663427692,0.025129663427692,False,0.0,-0.028200588172133587,0.028200588172133587,False,0.0,False,False,False,none
2021-05-05,2021-05-06,0.0023231063316629,-0.025129663427692,0.025129663427692,False,0.0,-0.02734385974933487,0.02734385974933487,False,0.0,False,False,False,none
2021-05-06,2021-05-07,0.0048092998436028,-0.025129663427692,0.025129663427692,False,0.0,-0.02652737352971137,0.02652737352971137,False,0.0,False,False,False,none
2021-05-07,2021-05-10,0.0184372363125457,-0.025129663427692,0.025129663427692,False,0.0,-0.025792132593560474,0.025792132593560474,False,0.0,False,False,False,none
2021-05-10,2021-05-11,-0.0091771665261315,-0.025129663427692,0.025129663427692,False,0.0,-0.02608643428799681,0.02608643428799681,False,0.0,False,False,False,none
2021-05-11,2021-05-12,0.0093959769880604,-0.025129663427692,0.025129663427692,False,0.0,-0.02556058773548307,0.02556058773548307,False,0.0,False,False,False,none
2021-05-12,2021-05-13,-0.0106486131358147,-0.025129663427692,0.025129663427692,False,0.0,-0.02506939290893839,0.02506939290893839,False,0.0,False,False,False,none
2021-05-13,2021-05-14,0.0086999206969459,-0.025129663427692,0.025129663427692,False,0.0,-0.024681437727411246,0.024681437727411246,False,0.0,False,False,False,none
2021-05-14,2021-05-17,0.0038203972632814,-0.025129663427692,0.025129663427692,False,0.0,-0.02418490639302951,0.02418490639302951,False,0.0,False,False,False,none
2021-05-17,2021-05-18,0.0136387789458243,-0.025129663427692,0.025129663427692,False,0.0,-0.023498604862057806,0.023498604862057806,False,0.0,False,False,False,none
2021-05-18,2021-05-19,0.0286910510779274,-0.025129663427692,0.025129663427692,False,0.0,-0.02343608060587667,0.02343608060587667,False,0.0,False,False,False,none
2021-05-19,2021-05-20,0.039414875597659,-0.025129663427692,0.025129663427692,False,0.0,-0.025493592428123518,0.025493592428123518,False,0.0,False,False,False,none
2021-05-20,2021-05-21,-0.0212645891077905,-0.025129663427692,0.025129663427692,False,0.0,-0.029378850003259304,0.029378850003259304,False,0.0,False,False,False,none
2021-05-21,2021-05-24,-0.0006478947316109,-0.025129663427692,0.025129663427692,False,0.0,-0.02974447549730432,0.02974447549730432,False,0.0,False,False,False,none
2021-05-24,2021-05-25,0.0112657462071338,-0.025129663427692,0.025129663427692,False,0.0,-0.028839520370827577,0.028839520370827577,False,0.0,False,False,False,none
2021-05-25,2021-05-26,0.0047712722026492,-0.025129663427692,0.025129663427692,False,0.0,-0.028326977119422822,0.028326977119422822,False,0.0,False,False,False,none
2021-05-26,2021-05-27,-0.0159917055187292,-0.0247824563987448,0.0247824563987448,False,0.0,-0.0275312201473804,0.0275312201473804,False,0.0,False,False,False,none
2021-05-27,2021-05-28,0.0059203865151444,-0.0247824563987448,0.0247824563987448,False,0.0,-0.027459134538178578,0.027459134538178578,False,0.0,False,False,False,none
2021-05-28,2021-05-31,0.0239774375335691,-0.0247824563987448,0.0247824563987448,False,0.0,-0.02672926751354335,0.02672926751354335,False,0.0,False,False,False,none
2021-05-31,2021-06-01,0.0239832583013401,-0.0247824563987448,0.0247824563987448,False,0.0,-0.027657085453120702,0.027657085453120702,False,0.0,False,False,False,none
2021-06-01,2021-06-02,-0.0094554138783022,-0.0247824563987448,0.0247824563987448,False,0.0,-0.028502503219119575,0.028502503219119575,False,0.0,False,False,False,none
2021-06-02,2021-06-03,0.0010885873061264,-0.0247824563987448,0.0247824563987448,False,0.0,-0.02789556328581363,0.02789556328581363,False,0.0,False,False,False,none
2021-06-03,2021-06-04,-0.0043507358623942,-0.0247824563987448,0.0247824563987448,False,0.0,-0.027049308156295054,0.027049308156295054,False,0.0,False,False,False,none
2021-06-04,2021-06-07,-0.0222616605459275,-0.0247824563987448,0.0247824563987448,False,0.0,-0.026283796254203413,0.026283796254203413,False,0.0,False,False,False,none
2021-06-07,2021-06-08,-0.0249624033279883,-0.0247824563987448,0.0247824563987448,True,0.00017994692924350186,-0.02701549019934309,0.02701549019934309,False,0.0,False,True,False,historical_only
2021-06-08,2021-06-09,0.0067626086919299,-0.0250016883298692,0.0250016883298692,False,0.0,-0.028057075021567804,0.028057075021567804,False,0.0,False,False,False,none
2021-06-09,2021-06-10,0.0066661962765733,-0.0250016883298692,0.0250016883298692,False,0.0,-0.02733846060570766,0.02733846060570766,False,0.0,False,False,False,none
2021-06-10,2021-06-11,0.0203683080603248,-0.0247431713968638,0.0247431713968638,False,0.0,-0.026641353326059523,0.026641353326059523,False,0.0,False,False,False,none
2021-06-11,2021-06-14,0.0069825163074734,-0.0247431713968638,0.0247431713968638,False,0.0,-0.02710207749195903,0.02710207749195903,False,0.0,False,False,False,none
2021-06-14,2021-06-15,-0.0052223989055704,-0.0237547284881494,0.0237547284881494,False,0.0,-0.02642661274296509,0.02642661274296509,False,0.0,False,False,False,none
2021-06-15,2021-06-16,-0.0114558884549058,-0.0237547284881494,0.0237547284881494,False,0.0,-0.025707805812692837,0.025707805812692837,False,0.0,False,False,False,none
2021-06-16,2021-06-17,0.000322914223555,-0.0237547284881494,0.0237547284881494,False,0.0,-0.025348410384710765,0.025348410384710765,False,0.0,False,False,False,none
2021-06-17,2021-06-18,0.0141696894411022,-0.0237547284881494,0.0237547284881494,False,0.0,-0.024576540063533735,0.024576540063533735,False,0.0,False,False,False,none
2021-06-18,2021-06-21,0.0127952285539566,-0.0237547284881494,0.0237547284881494,False,0.0,-0.02450222641180526,0.02450222641180526,False,0.0,False,False,False,none
2021-06-21,2021-06-22,0.0029121110188059,-0.0237547284881494,0.0237547284881494,False,0.0,-0.024308728936032056,0.024308728936032056,False,0.0,False,False,False,none
2021-06-22,2021-06-23,-0.0084273126063617,-0.0237547284881494,0.0237547284881494,False,0.0,-0.02359737460504063,0.02359737460504063,False,0.0,False,False,False,none
2021-06-23,2021-06-24,-0.0059949041082633,-0.0237547284881494,0.0237547284881494,False,0.0,-0.023129088166773247,0.023129088166773247,False,0.0,False,False,False,none
2021-06-24,2021-06-25,0.0019692845467848,-0.0237547284881494,0.0237547284881494,False,0.0,-0.022554190022796277,0.022554190022796277,False,0.0,False,False,False,none
2021-06-25,2021-06-28,0.0172893424946518,-0.0237547284881494,0.0237547284881494,False,0.0,-0.021881488464700765,0.021881488464700765,False,0.0,False,False,False,none
2021-06-28,2021-06-29,0.0107853359133222,-0.0234791189380199,0.0234791189380199,False,0.0,-0.022329268898642677,0.022329268898642677,False,0.0,False,False,False,none
2021-06-29,2021-06-30,0.0072052795042394,-0.0234791189380199,0.0234791189380199,False,0.0,-0.02208084162498974,0.02208084162498974,False,0.0,False,False,False,none
2021-06-30,2021-07-01,0.0098509081443468,-0.0234791189380199,0.0234791189380199,False,0.0,-0.02160410657847387,0.02160410657847387,False,0.0,False,False,False,none
2021-07-01,2021-07-02,0.0207212998679564,-0.0234791189380199,0.0234791189380199,False,0.0,-0.02131867715205501,0.02131867715205501,False,0.0,False,False,False,none
2021-07-02,2021-07-05,0.0165196191564856,-0.0234791189380199,0.0234791189380199,False,0.0,-0.022291656635646,0.022291656635646,False,0.0,False,False,False,none
2021-07-05,2021-07-06,-0.0643610940462532,-0.0234791189380199,0.0234791189380199,True,0.0408819751082333,-0.022614223231969578,0.022614223231969578,True,0.041746870814283625,True,False,False,both
2021-07-06,2021-07-07,0.0497658989923303,-0.0247431713968638,0.0247431713968638,False,0.0,-0.03395817209089872,0.03395817209089872,False,0.0,False,False,False,none
2021-07-07,2021-07-08,0.0049223608897882,-0.0247431713968638,0.0247431713968638,False,0.0,-0.03854877684739596,0.03854877684739596,False,0.0,False,False,False,none
2021-07-08,2021-07-09,-0.0042283947747789,-0.0247431713968638,0.0247431713968638,False,0.0,-0.03742700849316437,0.03742700849316437,False,0.0,False,False,False,none
2021-07-09,2021-07-12,-0.0297959603179115,-0.0247431713968638,0.0247431713968638,True,0.005052788921047699,-0.036326801454007566,0.036326801454007566,False,0.0,False,True,False,historical_only
2021-07-12,2021-07-13,0.0045848228400876,-0.0250016883298692,0.0250016883298692,False,0.0,-0.03720990568135124,0.03720990568135124,False,0.0,False,False,False,none
2021-07-13,2021-07-14,-0.0266686315775071,-0.0250016883298692,0.0250016883298692,True,0.0016669432476379004,-0.036123604261578436,0.036123604261578436,False,0.0,False,True,False,historical_only
2021-07-14,2021-07-15,0.0130114640662351,-0.025129663427692,0.025129663427692,False,0.0,-0.036634320394630444,0.036634320394630444,False,0.0,False,False,False,none
2021-07-15,2021-07-16,0.0092225070211623,-0.025129663427692,0.025129663427692,False,0.0,-0.035903086812622546,0.035903086812622546,False,0.0,False,False,False,none
2021-07-16,2021-07-19,-0.0484763779497454,-0.025129663427692,0.025129663427692,True,0.0233467145220534,-0.03500709763597571,0.03500709763597571,True,0.013469280313769691,True,False,False,both
2021-07-19,2021-07-20,0.0480262212190258,-0.0260113798133088,0.0260113798133088,False,0.0,-0.03915918894414177,0.03915918894414177,False,0.0,False,False,False,none
2021-07-20,2021-07-21,-0.0070792034638851,-0.0260113798133088,0.0260113798133088,False,0.0,-0.04261289267807445,0.04261289267807445,False,0.0,False,False,False,none
2021-07-21,2021-07-22,0.0177002175537127,-0.0260113798133088,0.0260113798133088,False,0.0,-0.04141307068323667,0.04141307068323667,False,0.0,False,False,False,none
2021-07-22,2021-07-23,-0.0127924365154343,-0.0260113798133088,0.0260113798133088,False,0.0,-0.04077987629616035,0.04077987629616035,False,0.0,False,False,False,none
2021-07-23,2021-07-26,0.0073120953078855,-0.025129663427692,0.025129663427692,False,0.0,-0.0398720900387675,0.0398720900387675,False,0.0,False,False,False,none
2021-07-26,2021-07-27,-0.0021127714545146,-0.0250016883298692,0.0250016883298692,False,0.0,-0.038769523406441846,0.038769523406441846,False,0.0,False,False,False,none
2021-07-27,2021-07-28,-0.0024637755654181,-0.0250016883298692,0.0250016883298692,False,0.0,-0.03759808518086602,0.03759808518086602,False,0.0,False,False,False,none
2021-07-28,2021-07-29,0.019892850911549,-0.0247431713968638,0.0247431713968638,False,0.0,-0.03646620954372336,0.03646620954372336,False,0.0,False,False,False,none
2021-07-29,2021-07-30,0.0062106643100833,-0.0247431713968638,0.0247431713968638,False,0.0,-0.036252400295276654,0.036252400295276654,False,0.0,False,False,False,none
2021-07-30,2021-08-02,0.0171775856152308,-0.0247431713968638,0.0247431713968638,False,0.0,-0.03523696760324692,0.03523696760324692,False,0.0,False,False,False,none
2021-08-02,2021-08-03,0.0007038288288288,-0.0247431713968638,0.0247431713968638,False,0.0,-0.03485749052158374,0.03485749052158374,False,0.0,False,False,False,none
2021-08-03,2021-08-04,0.0012788062236301,-0.0247431713968638,0.0247431713968638,False,0.0,-0.03379678064924484,0.03379678064924484,False,0.0,False,False,False,none
2021-08-04,2021-08-05,0.0184220891974336,-0.0247431713968638,0.0247431713968638,False,0.0,-0.03277124515781519,0.03277124515781519,False,0.0,False,False,False,none
2021-08-05,2021-08-06,-0.0056083233037587,-0.0247431713968638,0.0247431713968638,False,0.0,-0.03262834048321362,0.03262834048321362,False,0.0,False,False,False,none
2021-08-06,2021-08-09,0.0165309488492499,-0.0247431713968638,0.0247431713968638,False,0.0,-0.031714948859248235,0.031714948859248235,False,0.0,False,False,False,none
2021-08-09,2021-08-10,-0.0007506922021573,-0.0247431713968638,0.0247431713968638,False,0.0,-0.03146186107543247,0.03146186107543247,False,0.0,False,False,False,none
2021-08-10,2021-08-11,-0.0066861150597234,-0.0247431713968638,0.0247431713968638,False,0.0,-0.030504905522060737,0.030504905522060737,False,0.0,False,False,False,none
2021-08-11,2021-08-12,-0.0212633103493803,-0.0247431713968638,0.0247431713968638,False,0.0,-0.02969803434536066,0.02969803434536066,False,0.0,False,False,False,none
2021-08-12,2021-08-13,0.0078404719285168,-0.0247431713968638,0.0247431713968638,False,0.0,-0.030040806013931665,0.030040806013931665,False,0.0,False,False,False,none
2021-08-13,2021-08-16,0.0058282889077147,-0.0247431713968638,0.0247431713968638,False,0.0,-0.02929645194872462,0.02929645194872462,False,0.0,False,False,False,none
2021-08-16,2021-08-17,0.0032750079678732,-0.0247431713968638,0.0247431713968638,False,0.0,-0.028500867345647465,0.028500867345647465,False,0.0,False,False,False,none
2021-08-17,2021-08-18,0.0058159949581149,-0.0247431713968638,0.0247431713968638,False,0.0,-0.02766410309823204,0.02766410309823204,False,0.0,False,False,False,none
2021-08-18,2021-08-19,0.0050057787116398,-0.0247431713968638,0.0247431713968638,False,0.0,-0.026923511548315595,0.026923511548315595,False,0.0,False,False,False,none
2021-08-19,2021-08-20,-0.0348566598553519,-0.0247431713968638,0.0247431713968638,True,0.010113488458488099,-0.02618111240917801,0.02618111240917801,True,0.008675547446173888,True,False,False,both
2021-08-20,2021-08-23,-0.0285735392121658,-0.0250016883298692,0.0250016883298692,True,0.0035718508822966018,-0.029009577260467847,0.029009577260467847,False,0.0,False,True,False,historical_only
2021-08-23,2021-08-24,0.010025801620543,-0.025129663427692,0.025129663427692,False,0.0,-0.03039075898822578,0.03039075898822578,False,0.0,False,False,False,none
2021-08-24,2021-08-25,0.0066881809664902,-0.025129663427692,0.025129663427692,False,0.0,-0.029740535900476015,0.029740535900476015,False,0.0,False,False,False,none
2021-08-25,2021-08-26,-0.0056134270584077,-0.025129663427692,0.025129663427692,False,0.0,-0.028960161102615616,0.028960161102615616,False,0.0,False,False,False,none
2021-08-26,2021-08-27,0.0066610463735015,-0.025129663427692,0.025129663427692,False,0.0,-0.02816885988333318,0.02816885988333318,False,0.0,False,False,False,none
2021-08-27,2021-08-30,0.0123190594775323,-0.025129663427692,0.025129663427692,False,0.0,-0.027442270496686433,0.027442270496686433,False,0.0,False,False,False,none
2021-08-30,2021-08-31,0.006081455782346,-0.025129663427692,0.025129663427692,False,0.0,-0.027065272736652712,0.027065272736652712,False,0.0,False,False,False,none
2021-08-31,2021-09-01,-0.0031370544290932,-0.025129663427692,0.025129663427692,False,0.0,-0.026354904194666115,0.026354904194666115,False,0.0,False,False,False,none
2021-09-01,2021-09-06,0.0250239113791905,-0.025129663427692,0.025129663427692,False,0.0,-0.025583268941392935,0.025583268941392935,False,0.0,False,False,False,none
2021-09-06,2021-09-07,-0.0103129894977093,-0.025129663427692,0.025129663427692,False,0.0,-0.02677471723311431,0.02677471723311431,False,0.0,False,False,False,none
