experiment_id,method,alpha,feature_set,train_start,train_end,validation_start,validation_end,n_train,n_validation,n_estimators,learning_rate,max_depth,min_samples_leaf,random_state,violations,violation_rate,pinball_loss,average_var,runtime_seconds,created_at
G01,GradientBoostingRegressor_quantile,0.05,portfolio_range|volume_change|relative_volume_20|market_return_lag_1|market_return_lag_5|market_vol_20,2020-02-07,2021-12-30,2021-12-31,2024-12-17,480,739,100,0.1,3,1,42,60,0.08119079837618404,0.0021897612361690875,0.021171411684163838,0.09329187500406988,2026-08-21T10:36:31.103281+00:00
