case_id,forecast_date,target_date,target_return,historical_quantile,historical_var,historical_violation,historical_exceedance,historical_preceding_var_change,historical_next_var_change,ewma_quantile,ewma_var,ewma_violation,ewma_exceedance,ewma_preceding_var_change,ewma_next_var_change,exception_type,selection_reason
C01,2023-09-22,2023-09-25,-0.0310100371103666,-0.0350936498034775,0.0350936498034775,False,0.0,0.0,0.0,-0.0252998039312473,0.0252998039312473,True,0.0057102331791192,0.0016088087029711012,0.0022279628844132995,ewma_only,top_ewma_only_severity
C02,2025-04-02,2025-04-03,-0.0698398647427835,-0.0177931567326509,0.0177931567326509,True,0.0520467080101326,0.0,0.0006352263184628004,-0.01766910001523,0.01766910001523,True,0.0521707647275535,-0.0002122699886906998,0.0152741828136105,both,longest_historical_exception_cluster
C03,2025-04-03,2025-04-04,-0.0229863535299172,-0.0184283830511137,0.0184283830511137,True,0.0045579704788035,0.0006352263184628004,0.0,-0.0329432828288405,0.0329432828288405,False,0.0,0.0152741828136105,0.0003120380643180029,historical_only,longest_historical_exception_cluster
C04,2025-04-04,2025-04-08,-0.0692993181899275,-0.0184283830511137,0.0184283830511137,True,0.0508709351388138,0.0,0.0019673550161431012,-0.0332553208931585,0.0332553208931585,True,0.036043997296769,0.0003120380643180029,0.009396135921850499,both,longest_historical_exception_cluster
C05,2025-04-08,2025-04-09,-0.0422980428547177,-0.0203957380672568,0.0203957380672568,True,0.0219023047874609,0.0019673550161431012,0.001346564865341699,-0.042651456815009,0.042651456815009,False,0.0,0.009396135921850499,0.0020747233889579983,historical_only,longest_historical_exception_cluster
