target_date,actual_return,historical_quantile,ewma_quantile,historical_violation,ewma_violation,exception_type
2022-10-11,-0.0390758523727863,-0.0267894860042222,-0.0401171987286651,True,False,historical_only
2022-10-21,-0.0616907553360183,-0.0286387493317322,-0.0378547535149562,True,True,both
2022-10-24,-0.0458236290203585,-0.0296212186438982,-0.0443260716425941,True,True,both
2022-11-04,-0.0406585325207331,-0.0351162589443318,-0.0426016151638059,True,False,historical_only
2022-11-07,-0.0461089602854831,-0.0391503181681133,-0.0444337532890399,True,True,both
2022-11-10,-0.0502992257172326,-0.0392593527887716,-0.0441857562965496,True,True,both
2022-12-06,-0.0557368566150412,-0.0400466141546616,-0.0536551089208612,True,True,both
2022-12-26,-0.0529449339144818,-0.0410083704625352,-0.041688150427359,True,True,both
2023-06-29,-0.0211056366043865,-0.0309954775340742,-0.0158568761267071,False,True,ewma_only
2023-08-01,-0.0249733249016596,-0.0309954775340742,-0.0197089211120191,False,True,ewma_only
2023-08-18,-0.0437926635030288,-0.0309954775340742,-0.0178018902113148,True,True,both
2023-09-22,-0.0263244394815737,-0.0350936498034775,-0.0236909952282762,False,True,ewma_only
2023-09-25,-0.0310100371103666,-0.0350936498034775,-0.0252998039312472,False,True,ewma_only
2023-10-03,-0.0398765429937311,-0.0350936498034775,-0.0244200537783749,True,True,both
2023-10-17,-0.0310406581756294,-0.0302371686962302,-0.0260474924717446,True,True,both
2023-10-26,-0.0439282546408036,-0.0284498291749989,-0.0289325784299118,True,True,both
2023-10-31,-0.0308128641043745,-0.0302371686962302,-0.0329099688899585,True,False,historical_only
2023-11-23,-0.0455359238893177,-0.0245046023107471,-0.0301926607085764,True,True,both
2024-03-18,-0.024402876679069,-0.022708998338488,-0.0239809075467453,True,True,both
2024-04-15,-0.0406603801471682,-0.022708998338488,-0.0207154293982944,True,True,both
2024-05-24,-0.0285325300372845,-0.0235517420298675,-0.0250268076076601,True,True,both
2024-06-24,-0.0216469998528922,-0.0242970953491701,-0.0201963911732345,False,True,ewma_only
2024-08-01,-0.024838280179164,-0.0242970953491701,-0.0157184295839061,True,True,both
2024-08-05,-0.0352636553481193,-0.0242970953491701,-0.0178946669958938,True,True,both
2024-11-04,-0.0120914665017177,-0.0170883852278305,-0.0117967304967656,False,True,ewma_only
2024-11-12,-0.0176711176738705,-0.0170883852278305,-0.0116045280216564,True,True,both
2024-11-14,-0.0168946736521861,-0.017411337966226,-0.0129695619375866,False,True,ewma_only
2024-11-15,-0.0178930068716532,-0.017411337966226,-0.014298655893929,True,True,both
2024-11-19,-0.0223267841982983,-0.0177931567326509,-0.0153766223728191,True,True,both
2024-12-04,-0.0165958564096989,-0.0177931567326509,-0.0165428088167776,False,True,ewma_only
2025-01-03,-0.0225400795601517,-0.0170883852278305,-0.0153457880006298,True,True,both
2025-02-03,-0.0218202781796311,-0.017411337966226,-0.0168884196031333,True,True,both
2025-02-10,-0.0334518132524537,-0.0177931567326509,-0.0167355827105557,True,True,both
2025-03-19,-0.0304703744692766,-0.0177931567326509,-0.0161943604800335,True,True,both
2025-04-03,-0.0698398647427835,-0.0177931567326509,-0.0176691000152299,True,True,both
2025-04-04,-0.0229863535299172,-0.0184283830511137,-0.0329432828288405,True,False,historical_only
2025-04-08,-0.0692993181899275,-0.0184283830511137,-0.0332553208931584,True,True,both
2025-04-09,-0.0422980428547177,-0.0203957380672568,-0.042651456815009,True,False,historical_only
2025-04-16,-0.029531136557232,-0.0217423029325985,-0.054736089712379,True,False,historical_only
2025-07-29,-0.0455756833763016,-0.0178276841844378,-0.0153960818053623,True,True,both
2025-07-31,-0.0214085660035722,-0.020053006091041,-0.0229844158557278,True,False,historical_only
2025-08-13,-0.0181826345959705,-0.0178276841844378,-0.0241585905066527,True,False,historical_only
2025-08-22,-0.0291548029768585,-0.0180523021200277,-0.0237971175085265,True,True,both
2025-09-05,-0.0274874723988386,-0.0199568968701513,-0.0301949066733582,True,False,historical_only
2025-09-22,-0.0292918921231531,-0.0216350077004045,-0.0252306645918859,True,True,both
2025-10-20,-0.0415775358398034,-0.022098856489898,-0.0216613996263884,True,True,both
2025-12-12,-0.0302651959299064,-0.0222161689389174,-0.0196721981034067,True,True,both
2026-02-05,-0.0241151254005902,-0.0222763491430619,-0.0231957449942793,True,True,both
2026-03-02,-0.0264490842834672,-0.0222763491430619,-0.0201186314688659,True,True,both
2026-03-03,-0.0257468780809326,-0.0236071780587873,-0.0222268802720148,True,True,both
2026-03-09,-0.069401999313773,-0.0250125893747785,-0.0249154028212351,True,True,both
2026-03-20,-0.0304067682412019,-0.0261330914923266,-0.0378201658849534,True,False,historical_only
2026-03-23,-0.034914847962245,-0.0270201977469214,-0.0386604599274171,True,False,historical_only
2026-06-08,-0.0224633589181285,-0.0230391721338384,-0.0207501425407504,False,True,ewma_only
2026-07-10,-0.0186337094307369,-0.0233718304834824,-0.0172609432041767,False,True,ewma_only
2026-07-15,-0.0206777473056235,-0.0233718304834824,-0.0178504598268446,False,True,ewma_only
2026-07-20,-0.0250602476819062,-0.0233718304834824,-0.018623684595064,True,True,both
2026-07-22,-0.0259120771359495,-0.0246349426553139,-0.0201617173880165,True,True,both
2026-07-24,-0.0255614491124538,-0.0250739158395247,-0.0216372785912707,True,True,both
2026-07-27,-0.0339697166270536,-0.0253470915067588,-0.0233698019054717,True,True,both
